questionId,catalogVersion,sourceCatalogVersion,language,countryProfile,chapterNumber,chapterTitle,sectionTitle,itemNumber,questionText,buildingSystem,component,inspectionArea,answerType,normReference,capexRelevant,evidenceRelevant,findingRelevant,assessmentRelevant,recommendationRelevant,decisionRelevant,reportRelevant,uploadRelevant,sourcePage,sourceConfidence,reviewStatus
DE-TDD-07-018,2.7.0,0.7.0,de,germany_residential,07,"Innenwände, Decken, Böden",Ebenheit nach DIN 18202,18,Ebenheitstoleranz Wände,interior,wall_flatness_tolerance,flatness_tolerances,checklist_rating,DIN 18202 Zeile 5,True,True,True,True,False,False,False,True,43,high,draft
DE-TDD-07-019,2.7.0,0.7.0,de,germany_residential,07,"Innenwände, Decken, Böden",Ebenheit nach DIN 18202,19,Ebenheitstoleranz Böden,interior,floor_flatness_tolerance,flatness_tolerances,checklist_rating,DIN 18202 Zeile 3 / 4,True,True,True,True,False,False,False,True,43,high,draft
DE-TDD-07-020,2.7.0,0.7.0,de,germany_residential,07,"Innenwände, Decken, Böden",Ebenheit nach DIN 18202,20,Winkelabweichung Wand / Boden 90°,interior,wall_floor_angle_deviation,flatness_tolerances,checklist_rating,DIN 18202 Tab. 2,True,True,True,True,False,False,False,True,43,high,draft
DE-TDD-07-021,2.7.0,0.7.0,de,germany_residential,07,"Innenwände, Decken, Böden",Ebenheit nach DIN 18202,21,Senkrechtigkeit der Wände,interior,wall_verticality,flatness_tolerances,checklist_rating,DIN 18202 Tab. 1,True,True,True,True,False,False,False,True,43,high,draft
DE-TDD-07-022,2.7.0,0.7.0,de,germany_residential,07,"Innenwände, Decken, Böden",Schallschutz,22,Schwimmender Estrich vorhanden,interior,floating_screed,acoustic_protection,checklist_rating,DIN 4109,True,True,True,True,False,False,False,True,43,high,draft
DE-TDD-07-023,2.7.0,0.7.0,de,germany_residential,07,"Innenwände, Decken, Böden",Schallschutz,23,Trittschalldämmung dokumentiert,interior,impact_sound_insulation_documented,acoustic_protection,checklist_rating,DIN 4109-1,True,True,True,True,False,False,False,True,44,high,draft
DE-TDD-07-024,2.7.0,0.7.0,de,germany_residential,07,"Innenwände, Decken, Böden",Schallschutz,24,Wandanschlüsse (Randstreifen),interior,perimeter_isolation_strips,acoustic_protection,checklist_rating,,True,True,True,True,False,False,False,True,44,high,draft
DE-TDD-07-025,2.7.0,0.7.0,de,germany_residential,07,"Innenwände, Decken, Böden",Schallschutz,25,Erhöhter Schallschutz vereinbart?,interior,enhanced_sound_protection_agreed,acoustic_protection,checklist_rating,VDI 4100 / DIN 4109 Bbl. 2,True,True,True,True,False,False,False,True,44,high,draft
DE-TDD-07-026,2.7.0,0.7.0,de,germany_residential,07,"Innenwände, Decken, Böden",Treppen innen,26,Treppenmaße (Steigung / Auftritt),interior,internal_stair_dimensions,internal_stairs,checklist_rating,DIN 18065,True,True,True,True,False,False,False,True,44,high,draft
DE-TDD-07-027,2.7.0,0.7.0,de,germany_residential,07,"Innenwände, Decken, Böden",Treppen innen,27,"Trittsicherheit, Rutschhemmung",interior,slip_resistance,internal_stairs,checklist_rating,,True,True,True,True,False,False,False,True,44,high,draft
DE-TDD-07-028,2.7.0,0.7.0,de,germany_residential,07,"Innenwände, Decken, Böden",Treppen innen,28,"Geländer: Höhe ≥ 90 cm, Standsicherheit",interior,guardrail_height_stability,internal_stairs,checklist_rating,DIN 18065,True,True,True,True,False,False,False,True,44,high,draft
DE-TDD-07-035,2.7.0,0.7.0,de,germany_residential,07,"Innenwände, Decken, Böden",Raumhöhen / Nutzbarkeit,35,Raumhöhe (Mindestmaß je LBO),interior,room_height,usability_accessibility,checklist_rating,LBO,True,True,True,True,False,False,False,True,46,high,draft
DE-TDD-07-036,2.7.0,0.7.0,de,germany_residential,07,"Innenwände, Decken, Böden",Raumhöhen / Nutzbarkeit,36,Lichte Türbreiten,interior,clear_door_width,usability_accessibility,checklist_rating,DIN 18040,True,True,True,True,False,False,False,True,46,high,draft
DE-TDD-07-037,2.7.0,0.7.0,de,germany_residential,07,"Innenwände, Decken, Böden",Raumhöhen / Nutzbarkeit,37,Bewegungsflächen (Barrierefreiheit?),interior,movement_areas_accessibility,usability_accessibility,checklist_rating,DIN 18040-2,True,True,True,True,False,False,False,True,46,high,draft
DE-TDD-08-001,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,Allgemein Sanitär,01,Anzahl und Lage der Bäder / WCs,plumbing_drainage,bathroom_wc_count_location,sanitary_general,checklist_rating,,True,True,True,True,False,False,False,True,47,high,draft
DE-TDD-08-002,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,Allgemein Sanitär,02,"Sanitärgegenstände: Material, Zustand, Marke",plumbing_drainage,sanitary_fixtures_material_condition_brand,sanitary_general,checklist_rating,,True,True,True,True,False,False,False,True,47,high,draft
DE-TDD-08-003,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,Allgemein Sanitär,03,Sanitärobjekte fest verankert,plumbing_drainage,fixture_anchoring,sanitary_general,checklist_rating,,True,True,True,True,False,False,False,True,47,high,draft
DE-TDD-08-004,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,Allgemein Sanitär,04,"Sichtbare Leitungen (Material, Korrosion)",plumbing_drainage,visible_pipes_material_corrosion,sanitary_general,checklist_rating,,True,True,True,True,False,False,False,True,47,high,draft
DE-TDD-08-005,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,Allgemein Sanitär,05,Verdeckte Leitungen (Dokumentation?),plumbing_drainage,concealed_pipe_documentation,sanitary_general,checklist_rating,DIN 1988,True,True,True,True,False,False,False,True,47,high,draft
DE-TDD-08-006,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,Trinkwasserinstallation,06,Material (Kupfer / Edelstahl / Kunststoff),plumbing_drainage,drinking_water_pipe_material,drinking_water_installation,checklist_rating,DIN 1988,True,True,True,True,False,False,False,True,48,high,draft
DE-TDD-08-007,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,Trinkwasserinstallation,07,Verzinkte Leitungen vorhanden? (Risiko!),plumbing_drainage,galvanized_pipes,drinking_water_installation,checklist_rating,,True,True,True,True,False,False,False,True,48,high,draft
DE-TDD-08-008,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,Trinkwasserinstallation,08,Bleirohre? (Sichtprüfung im Keller),plumbing_drainage,lead_pipes_visual_check,drinking_water_installation,checklist_rating,TrinkwV,True,True,True,True,False,False,False,True,48,high,draft
DE-TDD-08-009,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,Trinkwasserinstallation,09,Druckminderer / Wasserzähler,plumbing_drainage,pressure_reducer_water_meter,drinking_water_installation,checklist_rating,DIN EN 806,True,True,True,True,False,False,False,True,48,high,draft
DE-TDD-08-010,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,Trinkwasserinstallation,10,Trinkwasserfilter vorhanden,plumbing_drainage,drinking_water_filter,drinking_water_installation,checklist_rating,DIN 1988-200,True,True,True,True,False,False,False,True,48,high,draft
DE-TDD-08-011,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,Trinkwasserinstallation,11,Legionellenprüfung dokumentiert,plumbing_drainage,legionella_test_documented,drinking_water_installation,checklist_rating,TrinkwV § 14b,True,True,True,True,False,False,False,True,48,high,draft
DE-TDD-08-012,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,Armaturen,12,"Mischbatterien: Funktion, Tropfen, Verkalkung",plumbing_drainage,mixing_taps_function_dripping_limescale,fittings,checklist_rating,,True,True,True,True,False,False,False,True,49,high,draft
DE-TDD-08-013,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,Armaturen,13,"Eckventile: Funktion, Korrosion",plumbing_drainage,angle_valves_function_corrosion,fittings,checklist_rating,,True,True,True,True,False,False,False,True,49,high,draft
DE-TDD-08-014,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,Armaturen,14,"Duscharmatur: Wassermenge, Brause",plumbing_drainage,shower_fitting_water_flow_handshower,fittings,checklist_rating,,True,True,True,True,False,False,False,True,49,high,draft
DE-TDD-08-015,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,Armaturen,15,Sicherungsarmaturen (Systemtrennung),plumbing_drainage,backflow_prevention_fittings,fittings,checklist_rating,DIN EN 1717,True,True,True,True,False,False,False,True,49,high,draft
DE-TDD-08-016,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,Ablauf / Entwässerung innen,16,Abflüsse: freier Abfluss (Funktionsprüfung),plumbing_drainage,drains_free_flow_function_test,internal_drainage,checklist_rating,DIN 1986-100,True,True,True,True,False,False,False,True,49,high,draft
DE-TDD-08-017,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,Ablauf / Entwässerung innen,17,Geruchsverschlüsse vorhanden,plumbing_drainage,traps_present,internal_drainage,checklist_rating,,True,True,True,True,False,False,False,True,50,high,draft
DE-TDD-08-018,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,Ablauf / Entwässerung innen,18,Rohrmaterial Abwasser (Guss / PVC / PE),plumbing_drainage,waste_pipe_material,internal_drainage,checklist_rating,DIN EN 12056,True,True,True,True,False,False,False,True,50,high,draft
DE-TDD-08-019,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,Ablauf / Entwässerung innen,19,Be- und Entlüftung der Fallleitungen,plumbing_drainage,soil_stack_ventilation,internal_drainage,checklist_rating,DIN EN 12056-2,True,True,True,True,False,False,False,True,50,high,draft
DE-TDD-08-020,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,Ablauf / Entwässerung innen,20,Anschlussschlauch WC dicht,plumbing_drainage,wc_connection_hose_tightness,internal_drainage,checklist_rating,,True,True,True,True,False,False,False,True,50,high,draft
DE-TDD-08-021,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,Dusche / Badewanne,21,"Silikonfugen: Schimmel, Risse, Ablösung",plumbing_drainage,silicone_joints_mould_cracks_detachment,shower_bathtub,checklist_rating,,True,True,True,True,False,False,False,True,50,high,draft
DE-TDD-08-022,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,Dusche / Badewanne,22,Wannenrand-Anschluss dicht,plumbing_drainage,bathtub_edge_connection_tightness,shower_bathtub,checklist_rating,,True,True,True,True,False,False,False,True,50,high,draft
DE-TDD-08-023,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,Dusche / Badewanne,23,Duschtasse / bodengleiche Dusche: Gefälle,plumbing_drainage,shower_tray_level_access_gradient,shower_bathtub,checklist_rating,DIN 18534,True,True,True,True,False,False,False,True,51,high,draft
DE-TDD-08-024,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,Dusche / Badewanne,24,Abdichtung unter Fliesen (Verbundabdichtung),plumbing_drainage,waterproofing_under_tiles_bonded_waterproofing,shower_bathtub,checklist_rating,DIN 18534,True,True,True,True,False,False,False,True,51,high,draft
DE-TDD-08-025,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,Dusche / Badewanne,25,Duschvorhang / Glasabtrennung Funktion,plumbing_drainage,shower_curtain_glass_partition_function,shower_bathtub,checklist_rating,,True,True,True,True,False,False,False,True,51,high,draft
DE-TDD-08-026,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,Fliesenspiegel / Wandbelag,26,"Fliesen: Risse, Abplatzungen, Hohlstellen",plumbing_drainage,tiles_cracks_spalling_hollow_spots,wall_tiles_splashback,checklist_rating,,True,True,True,True,False,False,False,True,51,high,draft
DE-TDD-08-027,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,Fliesenspiegel / Wandbelag,27,"Fugen: Vollständig, schimmelfrei",plumbing_drainage,joints_complete_mould_free,wall_tiles_splashback,checklist_rating,,True,True,True,True,False,False,False,True,51,high,draft
DE-TDD-08-028,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,Fliesenspiegel / Wandbelag,28,Bewegungsfugen vorhanden,plumbing_drainage,movement_joints_present,wall_tiles_splashback,checklist_rating,ZDB-Merkblatt,True,True,True,True,False,False,False,True,51,high,draft
DE-TDD-08-029,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,Fliesenspiegel / Wandbelag,29,Fliesenspiegel Höhe ausreichend,plumbing_drainage,splashback_height_sufficient,wall_tiles_splashback,checklist_rating,,True,True,True,True,False,False,False,True,52,high,draft
DE-TDD-08-030,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,WC / Toilette,30,"Spülkasten Funktion (Wassermenge, Stop-Taste)",plumbing_drainage,cistern_function_water_volume_stop_button,wc_toilet,checklist_rating,,True,True,True,True,False,False,False,True,52,high,draft
DE-TDD-08-031,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,WC / Toilette,31,"WC-Befestigung fest, dichte Anschlüsse",plumbing_drainage,wc_fixing_tight_connections,wc_toilet,checklist_rating,,True,True,True,True,False,False,False,True,52,high,draft
DE-TDD-08-032,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,WC / Toilette,32,Geruchsverschluss intakt,plumbing_drainage,wc_trap_intact,wc_toilet,checklist_rating,,True,True,True,True,False,False,False,True,52,high,draft
DE-TDD-08-033,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,Lüftung Bäder,33,Fensterloses Bad → Lüfter Pflicht,plumbing_drainage,windowless_bathroom_fan_required,bathroom_ventilation,checklist_rating,DIN 18017-3,True,True,True,True,False,False,False,True,52,high,draft
DE-TDD-08-034,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,Lüftung Bäder,34,Funktion Abluftventilator (Volumenstrom),plumbing_drainage,exhaust_fan_function_airflow,bathroom_ventilation,checklist_rating,DIN 1946-6,True,True,True,True,False,False,False,True,53,high,draft
DE-TDD-08-035,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,Lüftung Bäder,35,Nachstrom-Öffnung Tür / Bodenfuge,plumbing_drainage,make_up_air_door_floor_gap,bathroom_ventilation,checklist_rating,,True,True,True,True,False,False,False,True,53,high,draft
DE-TDD-08-036,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,Lüftung Bäder,36,Schimmelspuren als Indiz unzureichender Lüftung,plumbing_drainage,mould_indication_insufficient_ventilation,bathroom_ventilation,checklist_rating,,True,True,True,True,False,False,False,True,53,high,draft
DE-TDD-08-037,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,Küche / Spüle,37,"Anschlüsse Spüle, Spülmaschine dicht",plumbing_drainage,sink_dishwasher_connections_tightness,kitchen_sink,checklist_rating,,True,True,True,True,False,False,False,True,53,high,draft
DE-TDD-08-038,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,Küche / Spüle,38,Abluft Dunstabzug: Außenführung oder Umluft,plumbing_drainage,extractor_exhaust_external_or_recirc,kitchen_sink,checklist_rating,DIN 18017,True,True,True,True,False,False,False,True,53,high,draft
DE-TDD-08-039,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,Küche / Spüle,39,Aquastopp bei Spülmaschine?,plumbing_drainage,dishwasher_aquastop,kitchen_sink,checklist_rating,,True,True,True,True,False,False,False,True,53,high,draft
DE-TDD-08-040,2.7.0,0.8.0,de,germany_residential,08,Sanitär & Entwässerung,Küche / Spüle,40,Wandanschluss Arbeitsplatte versiegelt,plumbing_drainage,worktop_wall_connection_sealed,kitchen_sink,checklist_rating,,True,True,True,True,False,False,False,True,54,high,draft
DE-TDD-09-001,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Wärmeerzeuger,01,Anlagentyp (Gas / Öl / Wärmepumpe / Pellet / Fernwärme),heating_hot_water,heat_generator_type,heat_generation,checklist_rating,,True,True,True,True,False,False,False,True,55,high,draft
DE-TDD-09-002,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Wärmeerzeuger,02,"Hersteller, Modell, Baujahr",heating_hot_water,manufacturer_model_year,heat_generation,checklist_rating,,True,True,True,True,False,False,False,True,55,high,draft
DE-TDD-09-003,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Wärmeerzeuger,03,Nennleistung (kW),heating_hot_water,rated_output_kw,heat_generation,checklist_rating,,True,True,True,True,False,False,False,True,55,high,draft
DE-TDD-09-004,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Wärmeerzeuger,04,Brennwert- oder Niedertemperaturkessel,heating_hot_water,condensing_or_low_temperature_boiler,heat_generation,checklist_rating,,True,True,True,True,False,False,False,True,55,high,draft
DE-TDD-09-005,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Wärmeerzeuger,05,Alter Wärmeerzeuger (> 30 Jahre)?,heating_hot_water,heat_generator_age_over_30,heat_generation,checklist_rating,GEG § 72,True,True,True,True,False,False,False,True,55,high,draft
DE-TDD-09-006,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Wärmeerzeuger,06,Austauschpflicht nach GEG geprüft,heating_hot_water,replacement_obligation_geg_checked,heat_generation,checklist_rating,GEG § 72,True,True,True,True,False,False,False,True,56,high,draft
DE-TDD-09-007,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Wärmeerzeuger,07,Schornsteinfeger-Bescheinigung gültig,heating_hot_water,chimney_sweeper_certificate_valid,heat_generation,checklist_rating,1. BImSchV,True,True,True,True,False,False,False,True,56,high,draft
DE-TDD-09-008,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Wärmeerzeuger,08,"Wartungszustand sichtbar (Sauberkeit, Beschriftung)",heating_hot_water,visible_maintenance_condition,heat_generation,checklist_rating,,True,True,True,True,False,False,False,True,56,high,draft
DE-TDD-09-009,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Wärmeerzeuger,09,"Hinweise auf Leckagen (Wasser, Öl, Gasgeruch)",heating_hot_water,leakage_indications_water_oil_gas,heat_generation,checklist_rating,,True,True,True,True,False,False,False,True,56,high,draft
DE-TDD-09-010,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Öl-Heizung (falls vorhanden),10,"Öltank: Material, Baujahr, doppelwandig",heating_hot_water,oil_tank_material_year_double_walled,oil_heating,checklist_rating,AwSV,True,True,True,True,False,False,False,True,56,high,draft
DE-TDD-09-011,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Öl-Heizung (falls vorhanden),11,Auffangwanne / Leckanzeige,heating_hot_water,containment_tray_leak_indicator,oil_heating,checklist_rating,TRwS 791,True,True,True,True,False,False,False,True,56,high,draft
DE-TDD-09-012,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Öl-Heizung (falls vorhanden),12,Tankanlage zugelassen (SV-Prüfung),heating_hot_water,approved_tank_system_expert_inspection,oil_heating,checklist_rating,AwSV,True,True,True,True,False,False,False,True,57,high,draft
DE-TDD-09-013,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Öl-Heizung (falls vorhanden),13,Korrosion am Tank / Ventilen,heating_hot_water,tank_valve_corrosion,oil_heating,checklist_rating,,True,True,True,True,False,False,False,True,57,high,draft
DE-TDD-09-014,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Öl-Heizung (falls vorhanden),14,Stilllegungsmöglichkeit (GEG 2024),heating_hot_water,decommissioning_option_geg_2024,oil_heating,checklist_rating,GEG,True,True,True,True,False,False,False,True,57,high,draft
DE-TDD-09-015,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Gas-Heizung (falls vorhanden),15,"Gasleitung Material, Verlauf, Absperrung",heating_hot_water,gas_pipe_material_routing_shutoff,gas_heating,checklist_rating,DVGW-TRGI,True,True,True,True,False,False,False,True,57,high,draft
DE-TDD-09-016,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Gas-Heizung (falls vorhanden),16,Brennwert: Kondensatableitung dicht,heating_hot_water,condensing_boiler_condensate_drain_tight,gas_heating,checklist_rating,DIN 1986-100,True,True,True,True,False,False,False,True,57,high,draft
DE-TDD-09-017,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Gas-Heizung (falls vorhanden),17,"Abgasanlage: Material, Zustand",heating_hot_water,flue_system_material_condition,gas_heating,checklist_rating,DIN EN 13384,True,True,True,True,False,False,False,True,57,high,draft
DE-TDD-09-018,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Gas-Heizung (falls vorhanden),18,CO-Melder vorhanden,heating_hot_water,co_detector_present,gas_heating,checklist_rating,,True,True,True,True,False,False,False,True,58,high,draft
DE-TDD-09-019,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Gas-Heizung (falls vorhanden),19,Strömungssicherung / Abgasüberwachung,heating_hot_water,draught_diverter_flue_gas_monitoring,gas_heating,checklist_rating,,True,True,True,True,False,False,False,True,58,high,draft
DE-TDD-09-020,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Wärmepumpe (falls vorhanden),20,Bauart (Luft / Sole / Wasser),heating_hot_water,heat_pump_type_air_brine_water,heat_pump,checklist_rating,,True,True,True,True,False,False,False,True,58,high,draft
DE-TDD-09-021,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Wärmepumpe (falls vorhanden),21,"Außeneinheit: Aufstellort, Schallschutz",heating_hot_water,outdoor_unit_location_noise_protection,heat_pump,checklist_rating,TA Lärm,True,True,True,True,False,False,False,True,58,high,draft
DE-TDD-09-022,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Wärmepumpe (falls vorhanden),22,Kältemittel (GWP-Wert dokumentiert),heating_hot_water,refrigerant_gwp_documented,heat_pump,checklist_rating,F-Gase-VO,True,True,True,True,False,False,False,True,58,high,draft
DE-TDD-09-023,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Wärmepumpe (falls vorhanden),23,Pufferspeicher Volumen,heating_hot_water,buffer_storage_volume,heat_pump,checklist_rating,,True,True,True,True,False,False,False,True,58,high,draft
DE-TDD-09-024,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Wärmepumpe (falls vorhanden),24,JAZ rechnerisch / gemessen,heating_hot_water,seasonal_performance_factor_calculated_measured,heat_pump,checklist_rating,,True,True,True,True,False,False,False,True,59,high,draft
DE-TDD-09-025,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Wärmepumpe (falls vorhanden),25,Wartungsvertrag,heating_hot_water,maintenance_contract,heat_pump,checklist_rating,VDI 4645,True,True,True,True,False,False,False,True,59,high,draft
DE-TDD-09-026,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Wärmeverteilung,26,"Heizkörper: Anzahl, Zustand, Lackierung",heating_hot_water,radiators_count_condition_coating,heat_distribution,checklist_rating,,True,True,True,True,False,False,False,True,59,high,draft
DE-TDD-09-027,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Wärmeverteilung,27,"Fußbodenheizung: Funktion, Verteiler",heating_hot_water,underfloor_heating_function_manifold,heat_distribution,checklist_rating,DIN EN 1264,True,True,True,True,False,False,False,True,59,high,draft
DE-TDD-09-028,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Wärmeverteilung,28,Hydraulischer Abgleich nachweisbar (Protokoll)?,heating_hot_water,hydraulic_balancing_protocol,heat_distribution,checklist_rating,VOB/C ATV 18380,True,True,True,True,False,False,False,True,59,high,draft
DE-TDD-09-029,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Wärmeverteilung,29,Rohrleitungen gedämmt (GEG),heating_hot_water,pipe_insulation_geg,heat_distribution,checklist_rating,GEG Anlage 8,True,True,True,True,False,False,False,True,59,high,draft
DE-TDD-09-030,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Wärmeverteilung,30,Heizungspumpe: Hocheffizienz?,heating_hot_water,high_efficiency_heating_pump,heat_distribution,checklist_rating,ErP-RL,True,True,True,True,False,False,False,True,60,high,draft
DE-TDD-09-031,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Regelung / Thermostate,31,Heizungsregelung (außentemperaturgeführt),heating_hot_water,weather_compensated_heating_control,controls_thermostats,checklist_rating,GEG,True,True,True,True,False,False,False,True,60,high,draft
DE-TDD-09-032,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Regelung / Thermostate,32,Einzelraumregelung (Thermostate),heating_hot_water,individual_room_control_thermostats,controls_thermostats,checklist_rating,GEG,True,True,True,True,False,False,False,True,60,high,draft
DE-TDD-09-033,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Regelung / Thermostate,33,Smart-Home-Anbindung,heating_hot_water,smart_home_integration,controls_thermostats,checklist_rating,,True,True,True,True,False,False,False,True,60,high,draft
DE-TDD-09-034,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Regelung / Thermostate,34,Heizkurve eingestellt / dokumentiert,heating_hot_water,heating_curve_set_documented,controls_thermostats,checklist_rating,,True,True,True,True,False,False,False,True,60,high,draft
DE-TDD-09-035,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Warmwasser,35,Bereitung (zentral / dezentral / solar),heating_hot_water,hot_water_generation_central_decentral_solar,domestic_hot_water,checklist_rating,,True,True,True,True,False,False,False,True,61,high,draft
DE-TDD-09-036,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Warmwasser,36,"Speichervolumen, Dämmung",heating_hot_water,hot_water_storage_volume_insulation,domestic_hot_water,checklist_rating,GEG,True,True,True,True,False,False,False,True,61,high,draft
DE-TDD-09-037,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Warmwasser,37,Legionellenschaltung (≥ 60 °C),heating_hot_water,legionella_cycle_60c,domestic_hot_water,checklist_rating,DVGW W 551,True,True,True,True,False,False,False,True,61,high,draft
DE-TDD-09-038,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Warmwasser,38,Zirkulationsleitung Funktion und Zeitprogramm,heating_hot_water,circulation_line_function_timer,domestic_hot_water,checklist_rating,DIN 1988-200,True,True,True,True,False,False,False,True,61,high,draft
DE-TDD-09-039,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Warmwasser,39,Solaranlage / PV-Therm-Kombination,heating_hot_water,solar_pv_thermal_combination,domestic_hot_water,checklist_rating,,True,True,True,True,False,False,False,True,61,high,draft
DE-TDD-09-040,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Abgasanlage / Schornstein,40,Material innen (Edelstahl / Kunststoff / Keramik),heating_hot_water,flue_inner_material,flue_chimney,checklist_rating,DIN EN 13384,True,True,True,True,False,False,False,True,61,high,draft
DE-TDD-09-041,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Abgasanlage / Schornstein,41,Querschnittsberechnung dokumentiert,heating_hot_water,flue_cross_section_calculation_documented,flue_chimney,checklist_rating,,True,True,True,True,False,False,False,True,62,high,draft
DE-TDD-09-042,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Abgasanlage / Schornstein,42,Reinigungsöffnungen,heating_hot_water,cleaning_openings,flue_chimney,checklist_rating,,True,True,True,True,False,False,False,True,62,high,draft
DE-TDD-09-043,2.7.0,0.9.0,de,germany_residential,09,Heizung & Warmwasser,Abgasanlage / Schornstein,43,Kondensatablauf bei Brennwert,heating_hot_water,condensate_drain_condensing,flue_chimney,checklist_rating,,True,True,True,True,False,False,False,True,62,high,draft
